label,text
Dengue,"A 104.7°F fever started three days ago, bringing with it a severe headache. While I don't have any eye pain, my shoulder joints feel like they lock up if I try to reach for something overhead. I've been feeling nauseous but haven't actually thrown up, and yesterday morning I noticed small red spots showing up on my stomach."
Dengue,"A 104.8°F fever and a very severe headache have been present for the last three days. I'm experiencing severe pain behind my eyes, and my entire body is aching, with the most profound discomfort in my legs. Yesterday, a widespread red rash emerged on my chest."
Dengue,"A 104.9°F fever has kept me completely bedridden for six days. The agony behind my eyes is so bad that even moonlight coming through closed curtains is unbearable. Every joint, particularly my shoulders, feels shattered. This morning, I vomited bright red blood, and now my ankles and feet are covered in purple petechiae that look like bruises and won't fade."
Dengue,"A 104°F fever has been going on for five days now. I'm experiencing excruciating pain behind my eyes, and my joints are so stiff and sore that moving is a real struggle. I've also had some minor bleeding from my gums and have seen petechiae on my arms. I feel incredibly weak."
Dengue,"A 104°F fever has been going on for six days now. The pain behind my eyes is both constant and severe. My muscles are aching all over, and I've noticed some blood in my saliva. On top of that, I feel very nauseous."
Dengue,"A 105.1°F fever began suddenly two days ago, along with a dull ache in my head that won't quit. My muscles feel uncommonly sore, especially in my back and thighs. I'm also getting a weird pressure behind my eyes that I notice most when I blink. My appetite has dropped off significantly, and I'm feeling very worn out, though I have not vomited."
Dengue,"A 105.1°F fever began two days ago, bringing with it a mild headache and some stiffness in my elbows. I'm feeling a bit run down with some mild fatigue, and my appetite has slightly decreased, but there are no other significant symptoms."
Dengue,"A 105°F fever started three days ago, and soon after, an intense muscle pain developed in my back and thighs. I'm feeling a strange pressure behind my eyes every time I blink, and yesterday, I saw that tiny red spots had appeared on my feet. I have absolutely no appetite, though I haven't been vomiting."
Dengue,"A couple of days ago, my fever started at 104.8°F, and I've been dealing with a mild headache and a bit of fatigue since then. Walking makes the pain in my ankles quite noticeable. The most surprising thing was finding small red dots covering my shins when I woke up this morning. I haven't had any pain in my eyes or any issues with bleeding."
Dengue,"A crushing headache and a steady 105.0°F fever have been affecting me for three days straight. My whole body is aching, with my calves feeling the worst, and I have a lot of pain behind my eyes. On top of that, I started feeling pretty nauseous yesterday."
Dengue,"A dull headache and a 104.9°F fever began two days ago. I'm dealing with some stiffness in my shoulders and neck, as well as some fatigue. My appetite is a little off, but it's not too concerning. I haven't had any eye pain or a rash."
Dengue,"A fever of 104.2°F has been present for two days now. I'm experiencing a mild headache and some soreness in my ankles. I feel a bit worn out and my appetite isn't what it usually is. Other than a general sense of feeling unwell, there are no other major symptoms."
Dengue,"A fever of 104.3°F on Sunday morning has been rising consistently, reaching 104.1°F today. The most distressing symptom is a sensation like an ice pick behind my left eye whenever I try to read. This is accompanied by a feeling in my shoulder joints as if they are dislocated. During the night, small red speckles appeared on the inside of my arms."
Dengue,"A fever of 104.7°F has been present for two days, accompanied by mild pressure at my temples. While my knees feel stiff upon standing, my main concern is the non-itchy red specks that emerged on my elbows today. I have also been experiencing mild nausea that comes and goes with meals."
Dengue,"A fever of 104.1°F has been present for the last two days, bringing with it a mild headache and some soreness in my elbows. I'm feeling a bit tired and my appetite isn't what it usually is. Besides a general feeling of being unwell, there's nothing else unusual to report."
Dengue,"A fever of 104.4°F started on Tuesday, and I've had unrelenting pressure in my temples ever since. My shoulder joints hurt when I try to grab things from high shelves. There's also a peculiar deep ache located behind my eyes that intensifies when I watch television. I just saw some scattered red speckles that resemble pinpricks on my chest this morning, but they aren't bleeding."
Dengue,"A fever of 105.3°F has been ongoing for the last two days, and I've also had a persistent dull headache. My shoulders are feeling somewhat sore, and I'm experiencing a significant amount of tiredness."
Dengue,"A fever of 104.8°F has been going on for three days now. I've got a headache that won't quit and my lower back is aching. Since yesterday, I've started feeling a bit queasy, and I haven't been very hungry."
Dengue,"A fever of 104.2°F has been going on for three days. It started with a splitting headache, and now my joints are incredibly sore, especially my hips and shoulders. It's very painful to move my eyes, and the pain is located behind them. I've also been feeling a bit queasy."
Dengue,"A fever of 104.5°F kicked in on Monday, and with it came constant pain behind my eyes, making it impossible to look at a screen. My knees feel like they're grinding every time I bend them. Yesterday, I noticed some scattered red dots on my lower legs, and then this morning, I had a nosebleed for the first time."
Dengue,"A fever of 104.6°F started four days ago, and I'm suffering from a significant headache. I'm experiencing incredible soreness in my muscles, and moving my eyes causes noticeable pain behind them. I've been feeling a little queasy as well."
Dengue,"A fever of 104.7°F has been present for four days now. I'm experiencing a throbbing headache and severe pain behind my eyes. Additionally, my knees and ankles are aching badly, and a faint rash showed up on my legs yesterday."
Dengue,"A fever of 104.8°F started four days ago, bringing with it a pounding headache and incredibly sore ankles and wrists. I experience a sharp pain behind my eyes whenever I move them. Yesterday, I also saw that a faint rash had developed on my stomach."
Dengue,"A fever of 104.9°F started four days ago and I've also had a bad headache and aches all over my body since then. The pain is very specific behind my eyes, and I have been feeling completely drained of all energy."
Dengue,"A fever of 105°F started four days ago and has been steady ever since. I'm dealing with a headache that won't stop throbbing and aches all over my body. On top of that, I've been getting occasional mild nosebleeds that started yesterday."
Dengue,"A fever of 104.6°F started four days ago, bringing with it extreme muscle pain throughout my entire body. I'm also experiencing severe pain behind my eyes, and yesterday I noticed small red spots developing on my arms."
Dengue,"A fever of 104.1°F has been present for five days. Along with the fever, I have a pounding headache and a really bad pain behind my eyes. I'm dealing with muscle aches all over my body, and I've had nausea that caused me to vomit one time."
Dengue,"A fever of 105.2°F has been with me for three days. My headache is severe, and my joints, most noticeably my hips and knees, are aching very badly. I feel a constant pressure behind my eyes. I've also been feeling quite sick to my stomach and did vomit one time."
Dengue,"A fever of 105.1°F started yesterday, bringing with it a severe headache. There's also significant pain behind my eyes, and my joints are really sore, with my wrists hurting the most. This morning, I began to notice small red spots appearing on my hands."
Dengue,"A fever of 104.6°F has been affecting me for the last five days. My head feels like it's splitting, and the pain in my shoulder joints is excruciating. For the past day, my gums have been bleeding intermittently, and a rash first showed up three days after the fever began."
Dengue,"A fever of 105.1°F has been with me for five days now. Along with it, I have an excruciating headache and severe pain throughout my entire body, with my back being the most painful area. I've also noticed some blood in my saliva and have been feeling very nauseous."
Dengue,"A fever of 104.7°F has been going on for about five days now. The pain behind my eyes is severe, and my whole body has an ache like I've been run over. Yesterday, I noticed small red spots forming on my ankles. I'm also feeling quite nauseous and did throw up one time."
Dengue,"A fever of 104.2°F has persisted for the last five days. It's accompanied by a splitting headache and excruciating pain behind my eyes. My entire body aches, I've had a couple of nosebleeds, and I'm now seeing tiny red spots on my legs."
Dengue,"A fever of 104.7°F has been with me for five days now. Along with an unbearable headache, my muscles are in excruciating pain. There's also a constant, severe pain behind my eyes. I've experienced several nosebleeds and have seen widespread tiny red or purple spots on my skin."
Dengue,"A fever of 105°F has been present for five consecutive days. The headache I have is terrible, and the pain in my joints is so excruciating that it has made walking impossible. I also experienced significant bleeding from my gums this morning."
Dengue,"A high fever of 103.7°F has been ongoing for three days, along with a severe headache. The pain behind my eyes is quite intense. My elbows and knees are aching, and this morning a faint red rash developed on my torso."
Dengue,"A high fever of 103.8°F started four days ago and has persisted. The headache I have is unbearable, and my joints, particularly my hips, are incredibly painful. I feel a constant pressure behind my eyes. I also just saw some small red spots on my chest today."
Dengue,"A high fever of 104.1°F has persisted for five days, accompanied by a severe and constant headache. This morning, I noticed that my gums were bleeding, and the joint pain, particularly in my ankles, is almost unbearable."
Dengue,"A high fever of 104.2°F has persisted for four days, bringing with it a splitting headache. My muscles are incredibly sore, and I'm experiencing intense pain behind my eyes. Two days after the fever began, a widespread rash developed on my limbs, and I also had a minor nosebleed this morning."
Dengue,"A high fever of 104.5°F started two days ago. It came with a pounding headache and a dull ache that feels like it's behind my eyes. I'm also feeling profoundly achy all over, have developed a rash, and have been struggling with feeling quite nauseous."
Dengue,"A high fever of 105°F has been ongoing for three days, accompanied by a headache. My body feels achy and stiff, and I have a general sense of fatigue. Additionally, I have developed a skin rash."
Dengue,"A high fever of 105°F started two days ago, accompanied by a headache. My body feels severely achy, and I have noticed a skin rash appearing. On top of that, I feel extremely exhausted and have absolutely no appetite."
Dengue,"A high fever of about 104.3°F has been with me for roughly four days. My head is pounding, and a really bad pain is settled behind my eyes. The aching in my knees and elbows is so terrible it's hard for me to even stand up. I also noticed some small red spots on my arms yesterday."
Dengue,"A high fever reaching 105°F has been present for the last two days, along with a mild, dull headache. My joints are a little stiff, and I've developed a rash. Overall, I feel unwell and a bit fatigued, and my appetite has slightly decreased, but it's manageable."
Dengue,"A high fever reaching 105°F has been present for three days, bringing with it a moderate headache. I'm experiencing muscle aches, which are most noticeable in my shoulders and neck. I'm also quite tired and have developed a rash, but my symptoms don't feel too severe. There is nothing else to report."
Dengue,"A high fever reaching 105°F has been present for two days, along with a headache that won't let up. My joints are giving me a lot of trouble; my wrists and ankles are particularly sore. I've also developed a rash and have experienced a slight loss of appetite."
Dengue,"A high fever reaching 105°F started two days ago, along with a mild headache. The aches in my body are quite noticeable, and I have developed a rash. I'm feeling very tired, my appetite is down, and focusing on anything has become difficult."
Dengue,"A mild fever of 104.6°F has been hanging around for three days, and with it, a headache that won't go away but isn't too severe. The weirdest part is a slight discomfort behind my eyes that I feel whenever I move them from side to side. My joints, especially my knees, are a bit stiff, and I've been feeling unusually tired."
Dengue,"A mild headache and a 105.2°F fever started on Monday evening. By Tuesday, I noticed my knee joints were stiff when I was going downstairs. Today, I've found tiny red speckles on my inner arms that have the appearance of sprinkled cayenne pepper. Driving feels unsafe because of the constant pressure I feel behind my eyes, but I haven't had any bleeding yet."
Dengue,"A persistent fever of 104.5°F has been with me for five days. I have a horrible headache, and my joints are giving me a lot of pain, with my ankles being particularly bad. It also hurts behind my eyes whenever I look from side to side. Three days after the fever started, a faint rash began to appear on my torso."
Dengue,"A persistent fever of 105°F has been ongoing for four days. I have a pounding headache, and my joints, most noticeably my ankles, are quite achy. Additionally, I feel a pain behind my eyes that worsens when I move them."
Dengue,"A persistent fever of 103.7°F has been with me for the last 6 days. The pain I'm feeling behind my eyes is unbearable. My muscles ache as if I've been hit by a truck, and a widespread rash of tiny red dots has developed all over my chest and back."
Dengue,"A persistent pressure in my temples and a 104.9°F fever have been present for exactly 48 hours. When I reach for things overhead, my shoulder tendons ache, and fluorescent lights are causing an unusual sensitivity behind my eyes. This afternoon, I saw three distinct red marks on my left calf; they look like little bruises but have no pain or itchiness."
Dengue,"A really splitting headache and a 104.5°F fever came on suddenly three days ago. I'm experiencing aches all over my muscles, which are most noticeable in my back and legs, and I feel quite worn out."
Dengue,"A scorching 105°F fever hit me on Wednesday, bringing with it crushing headaches and eye pain that's unbearable in the light. Bending my elbows makes both joints feel like they're fractured. Yesterday evening, a distinct red rash broke out across my skin."
Dengue,"A severe headache and a 104.6°F fever have been affecting me for three days. The muscles in my back and shoulders are particularly sore, and I can feel a noticeable pain behind my eyes. I have been feeling very nauseous and have thrown up one time."
Dengue,"A severe, splitting headache has been tormenting me for about two days, accompanied by a sudden high fever spiking up to 105°F. I've also noticed intense muscle and joint pain, and a distinct skin rash has appeared on my body. I feel completely drained and too weak to carry out even light activities."
Dengue,"A steady fever of 103.9°F has persisted for four days now. The pain located behind my eyes is excruciating, and it feels like my muscles have been thoroughly beaten. Two days after my fever began, a patchy, red rash started to develop on my legs."
Dengue,"A steady temperature of 104.3°F has been going on for 48 hours, along with a dull pressure in my head. Walking makes my thighs ache, and I haven't had any appetite at all. This morning, I noticed some dots that look like pinpricks on my belly; they don't itch but they worry me. I'm also dealing with mild fatigue that makes it hard to focus."
Dengue,"A sudden fever of 104.2°F developed three days ago, and it brought a splitting headache with it. My whole body is in intense pain, with my lower back being especially sore. Any movement of my eyes results in a sharp pain. I have been feeling quite nauseous and vomited once."
Dengue,"A sudden high-grade fever and a severe, pounding headache both started on Wednesday. Instead of just cramps in my legs, I feel deep, generalized body aches and joint pain that make moving difficult. This morning while showering, I saw some dots on my ankles that look like pinpricks. I am now feeling pain behind my eyes, and severe nausea has made it impossible to eat."
Dengue,"A sudden high-grade fever of 103.8°F began two days ago, accompanied by a severe, persistent headache. Shortly after, I developed an intense ache in my back along with severe, generalized muscle pain, making it difficult to stay comfortable. There is also a deep, throbbing pain behind my eyes, especially noticeable when moving them. I have been feeling constantly nauseous and experienced one episode of vomiting, which added to the overall discomfort and weakness."
Dengue,"A sudden, high fever of 104°F has been present for the last two days. Along with it, I have a severe headache (especially behind the eyes) and my joints are extremely painful. I'm also dealing with intense fatigue and a skin rash has appeared."
Dengue,"A throbbing headache and a 103°F fever are what I woke up with this morning. I'm experiencing severe pain behind my eyes, and my muscles feel incredibly painful, with my back being the worst. I've also been feeling very tired."
Dengue,"A throbbing headache has been my reality for five days, along with a persistent 103°F fever. I'm experiencing severe muscle pain everywhere, but it's especially bad in my back. When I move my eyes, there's a sharp pain behind them. A rash also appeared on my arms yesterday."
Dengue,"About two days ago, I suddenly came down with a high fever reaching 104°F and a severe headache. My body aches intensely, particularly in my joints. I’ve also noticed a rash appearing on my skin, and lately, my appetite has completely vanished. I am extremely exhausted and barely able to go about my day."
Dengue,"After a normal Sunday, Monday hit me with a sudden 103.6°F fever and such severe orbital pain that I have to keep my bedroom completely dark. There's a constant ache in my wrist joints, as if they've been fractured. Yesterday, my gums began bleeding for no reason, and I had to press ice on them for fifteen minutes to make it stop. I discovered today that tiny red marks had spread across my chest and back while I was sleeping."
Dengue,"After a perfectly normal Sunday, my temperature shot up to 104.4°F on Monday morning. What began as a dull, throbbing headache had turned into a crushing feeling of pressure behind my eyes by Tuesday. My neck and shoulders are incredibly sore, as if I've been in an accident. Then, while putting on sunscreen today, I saw some light pink, speckled spots on my forearms."
Dengue,"After a short period of improvement on Thursday, my fever shot back up to 104.7°F yesterday morning. The pain behind my eyeballs is agonizing, making it impossible to tolerate any light. When I attempt to stand, my ankle joints feel like they have been completely shattered. I had a nosebleed today that kept going for twenty minutes even though I packed it with gauze, and now I have purple petechiae covering my lower legs below my knees."
Dengue,"After a six-day ordeal, my temperature reached its highest point today at 104.6°F. The pain behind my eyes has become so severe that I cannot stand any light. It feels like every joint in my body is inflamed and painful, especially my wrists and ankles. I am also noticing that more of those alarming red spots are spreading over my skin."
Dengue,"After being sick for four days, my fever hit 104.3°F yesterday. The joint pain in my hips and elbows feels like it's deep in my bones and is most severe in the mornings. I've had my nose bleed twice this week, and the pain behind my eyes gets worse if I try to watch TV."
Dengue,"After eight days with a 104.4°F fever, I am completely unable to function. The agony in my eye sockets is so unbearable when I move my eyelids that I have to keep them shut constantly. It feels like every joint in my body has been shattered, with my knees being the most affected. This morning, my gums bled so much that I spit up half a cup of bloody saliva, and I've noticed that petechiae now cover every visible part of my skin."
Dengue,"After four days with a 103.8°F fever, I have to keep my blackout curtains drawn because the agony behind my eyeballs is triggered by even dim light. My finger joints become so painfully swollen by the evening that I am unable to button my pajamas. To stop my gums from bleeding yesterday, I had to press a cold spoon against them for a full twenty minutes."
Dengue,"After having a normal temperature on Sunday, I was hit with a 104.3°F fever on Monday, accompanied by orbital pain so severe I have to stay in a pitch-black room. When I walk, my ankle joints feel shattered. This afternoon, I had a nosebleed that soaked through three tissues, and at the same time, I noticed red speckles spreading from my neck down my arms."
Dengue,"After my fever went down to a normal temperature on the third day, it spiked again to 104.6°F yesterday; for four consecutive days, it has been over 104°F. Moving my eyes causes me excruciating pain, and my hips feel like they lock into place whenever I try to stand up. This afternoon, I noticed small red marks had formed on the palms of my hands."
Dengue,"After nine straight days with a 104.8°F fever, the pain behind my eyes is so severe that I have to keep them shut all the time. Attempting to stand makes my hip joints feel as if they are completely shattered. This morning, my gums bled so much that it filled half a cup with bloody saliva. A petechial rash is now covering every single inch of my visible skin."
Dengue,"After running a 104.2°F fever for 96 hours, a deep pain has settled in behind my eyes which gets worse if I try to read. Both of my hip joints feel frozen when I try to stand up. Yesterday evening, I saw that my gums started bleeding on their own while I was brushing them. The fatigue is so profound that I managed to sleep for sixteen hours straight last night."
Dengue,"After seven days with a 105.0°F fever, I am unable to move at all. The agony behind my eyes is so intense that even moving my eyelids is excruciating. Every joint, particularly my hips, feels as if it has been pulverized. This morning, I vomited bright red blood, and my skin from my neck down to my feet is now mottled with purple lesions that don't fade when I press on them."
Dengue,"After six straight days with a 104.2°F fever, I am entirely confined to my bed. The agony behind my eyes is so severe that even moonlight filtering through closed curtains is unbearable, and all of my joints, particularly my shoulders, feel as if they have been shattered. This morning, I vomited bright red blood, and now my ankles and feet are covered in purple, bruise-like petechiae."
Dengue,"An eight-day-long fever of 105.0°F continues, and the pressure behind my eyeballs is so unbearable that sunlight feels like knives. The pain in both of my knee joints is so severe that I need help to stand. This morning, I had a nosebleed that lasted for thirty minutes even after I tried to pack it. My entire lower body is now covered in petechiae."
Dengue,"An ongoing fever of 104.9°F has lasted for six days. I have severe pain behind my eyes and excruciating aches all over my body. Profuse vomiting has been happening for the past 24 hours, and I saw blood from my gums this morning. I feel awful and am completely unable to get out of bed."
Dengue,"Ever since my 104.8°F fever started on Tuesday, I've had severe pain behind my eyes that makes even dimly lit rooms uncomfortable. Both of my knee joints ache whenever I walk. This morning, I vomited my breakfast twice, and this afternoon, I saw scattered red dots on my lower legs and arms."
Dengue,"Ever since my fever shot up to 104.3°F yesterday, I've been dealing with a splitting headache. My joints, especially in my shoulders and neck, are incredibly sore. I'm also feeling a distinct pain behind my eyes. This morning, I started to see small red spots showing up on my hands and feet."
Dengue,"Ever since yesterday, I've had a fever of 104.5°F, which has been accompanied by a noticeable headache. I'm feeling quite tired, my muscles are generally sore, and I've experienced a slight loss of appetite."
Dengue,"Every morning for three days straight, my temperature has been between 104.7°F and 104.1°F. My calves cramp up painfully whenever I walk to the mailbox. Despite not feeling nauseous, I have lost all interest in food. The constant dull ache behind my right eye makes driving feel unsafe, but thankfully, I haven't developed a rash yet."
Dengue,"Five days ago, a high fever of 104°F came out of nowhere. My head has been pounding horribly, and my muscles are so sore it feels like a truck ran me over. I'm also experiencing intense pressure behind my eyes. A couple of days after the fever hit, I started seeing some tiny red spots on my chest."
Dengue,"Five days ago, my temperature suddenly spiked to 104.5°F, and it has pretty much stayed that high. The pain behind my eyes is excruciating, and my whole body aches, with my muscles feeling the worst. I also had a nosebleed this morning, and I've noticed tiny red dots covering my entire chest."
Dengue,"For 72 hours straight, I've had a 104.9°F fever and am experiencing a crushing pressure behind my eyeballs. The tendons in my ankles scream in protest whenever I have to walk to the bathroom. Yesterday morning, I saw tiny spots of blood on my toothbrush. Even though a rash hasn't shown up yet, the weakness I feel is so profound that holding a spoon is like trying to lift weights."
Dengue,"For a full week now, my temperature has been stuck at 104.7°F. I have a constant, stabbing pain behind my eyes that has made it impossible to get any sleep. Whenever I try to grip anything, it feels like my finger joints are fractured. Yesterday, my gums started bleeding and I had to apply ice to make it stop. Now, red splotches are covering about 70% of my skin."
Dengue,"For a full week now, my temperature has been stuck between 103.5°F and 104.8°F. The agony behind my eyes is so intense that I have to keep them shut most of the time. My whole body feels like it's been beaten up, and in the last day, I've had three separate nosebleeds. A rash made of tiny red dots has also just appeared all over my arms, legs, and torso."
Dengue,"For a total of four days, I've had a fever that went down briefly before shooting up to 104.8°F yesterday. Whenever I try to read, my eye sockets ache, and I'm also dealing with severe cramping in my lower back muscles. This morning, I saw that my saliva had streaks of blood in it."
Dengue,"For about four days, I've had a high fever around 103°F. The headache is a pounding one, and the pain behind my eyes is really intense. My knees and elbows ache so much that it makes it difficult to move. Yesterday, I spotted some small red spots on my arms, and I'm also feeling quite nauseous."
Dengue,"For approximately two days, I've had a sudden high fever reaching up to 105°F. This has been accompanied by a severe headache. My muscles ache intensely, and I've developed a visible skin rash."
Dengue,"For eight days now, my temperature has been 104.4°F, and the orbital pain is so unbearable that it hurts just to move my eyelids. My wrists are so swollen that I am unable to grasp a glass. Yesterday, my gums started bleeding, and it took twenty minutes of applying ice to get it to stop. I now have widespread petechiae covering my torso and all of my arms and legs."
Dengue,"For five days now, I've been dealing with a relentless 103.7°F fever and a headache that feels crushing. It feels like my muscles have been bruised all over, and there is a deep, constant ache in the area behind my eyes. I also just saw some small red dots on my arms when I woke up today."
Dengue,"For five days now, my fever has been stubbornly holding at 104.4°F. A terrible and persistent headache is bothering me, and my joints, most notably my hips, are incredibly sore. I also feel a sharp pain behind my eyes with any movement. About three days after the fever began, a faint and blotchy rash emerged on my stomach."
Dengue,"For five days straight, I've been burning up with a 104.2°F fever. My head pounds nonstop, and my joints hurt so badly I can barely raise my arms. I've also broken out in tiny red spots on my skin, and I've thrown up twice."
Dengue,"For five days, I've been burning up with a 104-degree fever. My joints, especially my hips and shoulders, are excruciatingly sore. I've got a severe pounding headache, and my gums have begun to bleed slightly when I clean them."
Dengue,"For five days, I've had a fever of 103.8°F. The headache is excruciating, and the pain in my joints is so severe it's hard to move my arms and legs. I'm also experiencing a constant pain behind my eyes. My gums have been bleeding some, and a rash popped up on my chest two days ago."
Dengue,"For five days, my fever has been stuck at 104.2°F. I'm suffering from the worst headache I've ever had and intense pain in my muscles. On top of that, I feel nauseous all the time and have thrown up multiple times in the last day."
Dengue,"For four consecutive days, I've had a dangerously high fever of 105°F, along with headaches that feel like my skull is splitting. The pain located behind my eyes is so bad that I have to keep the curtains shut. My whole body aches as if I've been beaten up. Yesterday, my legs became covered in petechiae, and this afternoon I threw up a fluid that had blood in it."
Dengue,"For four days in a row, my thermometer has spiked as high as 105°F. I'm getting throbbing pain behind my eyes that gets much more intense when I move them. My wrists and bones are aching so badly that I actually dropped my coffee cup this morning. I also noticed a flat, red rash spreading across my skin yesterday afternoon."
Dengue,"For four days now, I've been dealing with a 103.7°F fever. The headache is excruciating, and my joints are in incredible pain, particularly my knees. I also have a constant pain behind my eyes. A couple of days after the fever began, I noticed a rash showing up on my chest."
Dengue,"For four days now, I've had a 103.8°F fever, and the pain in my eye sockets is so unbearable that I have to wear sunglasses inside the house. Typing causes both of my wrists to swell up. Yesterday, when I was brushing my teeth, my gums started bleeding a significant amount. I'm now covered in red spots the size of a pinprick all over my torso and upper arms."
Dengue,"For four days, a fever of 104.5°F has persisted. My head is pounding, and every part of my body aches. A constant, dull pain is present behind my eyes. Nausea has been a problem, causing me to vomit twice, and I also feel very tired."
Dengue,"For four days, I have been running a 104.4°F fever. My head is pounding without any letup, and it feels like my entire body has been beaten. I have also been experiencing persistent nosebleeds and have seen blood in my saliva."
Dengue,"For four days, my temperature has been fluctuating between 104.2°F and 104.1°F. The headache is constant, but the thing that's really concerning me is a strange sensation of pressure building up behind my eyeballs. My muscles are generally sore, and I've noticed my appetite has significantly decreased over the last two days."
Dengue,"For four relentless days, my temperature has been 104.6°F, and any exposure to sunlight feels like daggers stabbing my eyeballs. The swelling in my elbow joints has gotten so bad that I'm unable to twist the cap off a bottle. Yesterday, my gums started bleeding, and it took fifteen minutes of applying ice to get it to stop. Now, my abdomen is covered in crimson petechiae that look like spilled paint."
Dengue,"For precisely 60 hours, I've had a 104.8°F fever and a dull pressure in my head. My finger joints make a painful clicking sound when I try to type, and I've noticed the area behind my eyes is sensitive to sunlight. This morning, I found three clear red marks on my left forearm that resemble tiny bruises, though they are not sore or itchy."
Dengue,"For roughly three days, my temperature has been hovering between 104.9°F and 104.7°F. The fever isn't too bad, but I have a dull ache behind my forehead that just won't quit and is really getting to me. My joints feel stiff and unpleasant, especially in my fingers and wrists, and I've noticed I have much less energy than usual."
Dengue,"For six days straight, my fever has been at about 104.5°F. The headache I have is unbearable, and my whole body aches as if it's been struck by a truck. I'm experiencing constant and severe pain behind my eyes, and I've observed widespread tiny red or purple spots, known as petechiae, on my legs."
Dengue,"For six days, I've been running a 104.0°F fever. The pain located behind my eyes is unbearable, and my whole body has a bruised sensation. This morning, my gums bled a significant amount, and two days ago, widespread red spots emerged on my chest."
Dengue,"For six days, my temperature has been stuck at 104.5°F. The headache is unbearable, and my joints are so excruciatingly painful that I cannot walk. I'm also experiencing severe pain behind my eyes. On top of that, I've had a nosebleed and noticed red spots on my legs."
Dengue,"For six full days now, I've had a sky-high fever of 104.3°F. I feel like I'm on fire. The ache behind my eyes is completely unbearable, and my muscles are so sore it feels like they're ripping apart. Plus, my gums bleed heavily whenever I brush my teeth, and I've got these clear red spots covering both my arms and legs."
Dengue,"For ten days, I've been battling a 104.9°F fever. The pressure behind my eyeballs is constant and crushing. It feels like every joint in my body has been shattered, but my ankles are the worst. This morning, I vomited bright red blood. My skin, from my neck down to my feet, is now covered in mottled purple petechiae."
Dengue,"For the last 48 hours, I've been battling a sudden, high fever that spiked to 105°F. The worst part is the splitting headache and the intense pain directly behind my eyes. My body aches severely, feeling like deep bone and joint pain rather than just soreness. I’ve also noticed a red rash spreading over my skin, and I feel completely wiped out."
Dengue,"For the last 48 hours, I've had a 104.4°F temperature. It came with a mild headache and my wrists feel stiff. I don't have any eye pain, but I've been feeling completely wiped out all day. This afternoon, I noticed some red, blotchy patches on my arms; they aren't itchy, but they look a bit strange."
Dengue,"For the last 72 hours, I've battled a sudden, high fever spiking up to 105°F, accompanied by severe pain behind my eyes and forehead. Walking is agonizing due to the deep, breaking pain in my joints. After clearing my throat this afternoon, I noticed traces of blood in my saliva. Instead of respiratory issues, a distinct, flushed rash has spread across my upper arms and torso."
Dengue,"For the last 72 hours, my temperature has been 104.6°F, and the stabbing pain in my eye sockets is so bad that reading is impossible. My wrists feel like they are burning whenever I type. Yesterday, I had a minor nosebleed that lasted for ten minutes. I'm now seeing pinprick-sized red dots appearing all over my abdomen and upper thighs."
