label,text
Dengue,"Biglang umakyat sa 40.1°C kagabi, tapos sobrang sakit ng mata sa loob pag ikikilos, parang sinisikot. Umiikot ulo ko at nanginginig. Masakit buong katawan at joints, parang binugbog. Pag-toothbrush ko kanina, dumugo gums ko. May rashes sa tiyan at likod. Ngayon mas matamlay ako at nasusuka kahit tubig lang."
Dengue,"Bugbog po ang pakiramdam ng buong katawan ko, kahit wala naman akong ginagawa. Sinabayan pa ng lagnat na 39.5°C na hindi bumababa. Ang sakit din ng ulo ko."
Dengue,"Bumibigat ulo ko tuwing gabi lately, tapos may fever akong 38.9°C. Medyo sumasakit likod ng mata pag gumagalaw at ang sakit ng katawan. Wala akong ubo sipon. Nag-self-medicate na ako ng paracetamol pero di masyado gumana. Dalawang araw na ganito. Ngayong umaga, parang mas lumala kahit nag-hydrate at pahinga ako."
Dengue,"Dalawang araw na akong nanghihina, wala akong gana kumain, nasusuka ako pag kumakain. May lagnat ako, minsan 39°C. Masakit likod ng mata ko kapag tumitingin sa gilid. May mga butlig na pula sa braso. Nahihilo at parang umiikot paligid pag tatayo. Kagabi medyo okay, pero ngayong umaga lumala."
Dengue,"Dalawang araw na po akong may high fever, hindi bumababa sa 39°C kahit uminom ng paracetamol. Masakit ang buong katawan ko, lalo na ang joints. Tapos, sobrang sakit ng ulo ko sa may sentido."
Dengue,"Dalawang araw na po akong may high fever, hindi bumababa sa 39°C kahit uminom ng paracetamol. Masakit ang buong katawan ko, lalo na ang joints. Tapos, sobrang sakit ng ulo ko sa may sentido. Medyo masakit din po yung mata ko sa loob."
Dengue,"Dalawang araw na, taas-baba ang lagnat ko, 38.9°C, sumasakit yung mata ko pag gumagalaw at ang bigat ng ulo. Nangangalay buong katawan; parang binugbog. May red spots sa legs at braso. Walang tigil ang hilo. Mas grabe pag gabi. Minsan nasusuka ako."
Dengue,"Dalawang beses na akong nagsuka today, tapos may fever akong 39.0°C. Sumasakit likod ng mata at ang bigat ng ulo ko. Nangangalay katawan, masakit tuhod at balikat. Medyo humihilab sikmura. Di na ako pumasok sa work kasi hilo. Simula kahapon ito, at ngayong gabi parang lumalala pa."
Dengue,"Di na ako pumasok sa work kasi 40.0°C na lagnat ko at ang tindi ng sakit sa likod ng mata at ulo, nanghihina at masakit buong katawan, kaninang umaga dumugo gums ko nung nagsipilyo at may mga pula sa legs, nagpa-check up na ako kasi takot kami sa bahay"
Dengue,"Di na ako pumasok sa work kasi bagsak katawan ko, 39.6°C lagnat ko at sobrang sakit ng likod ng mata at ulo, masakit lahat ng kasukasuan at may mga pulang tuldok sa tiyan, tatlong araw na ganito at kahapon mas lalo pang tumaas yung lagnat"
Dengue,"Di po ako makakain, Doc. Kada may laman ang tiyan ko, nasusuka ako. May lagnat din po ako na 38.9°C at masakit ang mga buto-buto. Yung mata ko po, parang may mabigat na nakadagan. Sobrang hina ko po ngayon."
Dengue,Di po ako makalakad nang maayos sa sobrang sakit ng mga binti at balakang ko. May lagnat din po ako na 39.4°C at masakit ang ulo. Parang may humihila sa loob ng mata ko.
Dengue,"Doc, apat na araw na po akong hindi makabangon. Lagnat, sakit ng ulo, at sakit ng katawan. Ngayon po, may nakita akong maliliit na pulang tuldok sa paa ko na hindi nawawala kahit diinan."
Dengue,"Doc, hindi na po normal itong sakit ng ulo ko, parang may pumipiga mula sa loob. Sinabayan pa ng lagnat na 39.5°C at pananakit ng buong katawan. Pati po pagtayo, nahihilo ako."
Dengue,"Doc, nag-aalala na po ako kasi apat na araw na pong pabalik-balik ang lagnat ko. Ngayon po, dumudugo na ang gilagid ko at may mga pasa ako sa braso na hindi ko alam kung saan galing. Masakit din po ang mga buto-buto ko."
Dengue,"Doc, nag-aalala na po ako. Pang-apat na araw na po itong lagnat ko na pabalik-balik. Sobrang sakit ng ulo ko at parang may pressure sa likod ng mga mata ko. May mga lumalabas na rin na maliliit na pulang pantal sa dibdib at likod ko."
Dengue,"Doc, nagsimula ito kahapon lang, biglang taas ng lagnat ko, 39.5°C agad. Masakit ang mga buto-buto at kasu-kasuan ko. Pinakamatindi yung sakit sa likod ng mata ko, lalo na kapag gumagalaw. Medyo nahihilo rin ako at parang nasusuka pero hindi naman matuloy. Di na ako nakapasok sa work dahil nanghihina ako."
Dengue,"Doc, pang-apat na araw na po itong lagnat ko na hindi bumababa sa gamot. Lalo pong sumasakit yung likod ng mata ko at buong katawan. Wala na rin po akong panlasa kaya hirap po akong kumain."
Dengue,"Doc, sobrang sakit po ng ulo ko at parang hinihila yung mata ko paloob. May fever din ako na 39°C simula pa nung isang araw. Nanghihina ako at masakit ang mga kalamnan ko. Medyo namumula na rin po yung balat ko."
Dengue,"Doc, sobrang sakit po ng ulo ko at parang hinihila yung mata ko paloob. May fever din ako na 39°C simula pa nung isang araw. Nanghihina ako at masakit ang mga kalamnan ko. Nag-try ako uminom ng gamot pero pabalik-balik lang yung lagnat. Medyo namumula na rin po yung balat ko."
Dengue,"Doc, yung lagnat ko po, 39.5°C, hindi bumababa. Ang pinaka-grabe ay yung sakit sa likod ng mata, parang may pumipitik. May mga lumabas na rin pong maliliit na pasa sa binti ko na hindi ko alam saan galing. Sobrang nanghihina na po ako."
Dengue,"Doc, yung mga pantal sa balat ko, kumakati po. May lagnat din ako na 38.9°C at masakit ang mga buto-buto. Yung mata ko po, masakit lalo na pag tumitingin sa gilid. Parang pagod na pagod po ako palagi."
Dengue,"Dok, hindi ko na kaya yung sakit. Yung ulo ko parang binibiyak, tapos yung likod ng mata ko kumikirot kapag gumagalaw. Buong katawan ko, mula leeg hanggang paa, nangangalay at masakit. Para akong binugbog. Mataas din lagnat ko, mga 39.2°C, for two days na."
Dengue,"Dumugo gilagid ko kaninang umaga, tapos nagka-lagnat din ako, 38.8°C. Sakit ng buong katawan ko, lalo na likod ko. Nahihilo ako at nasusuka pa."
Dengue,"Dumugo po ang gilagid ko kanina habang nagsisipilyo, tapos napansin ko na may lagnat din pala ako. Sobrang sakit po ng likod at mga buto-buto ko, parang nabalian po ako. Medyo nanghihina rin po ako."
Dengue,Dumugo po ang gilagid ko kanina habang nagsisipilyo. May lagnat din po ako at sobrang sakit ng likod. Parang nabalian po ako ng buto. Medyo masakit din po ang lalamunan ko.
Dengue,"Dumugo po kasi yung gilagid ko kaninang umaga, tapos may lagnat din pala ako, 38.8°C. Masakit ang buong katawan ko, lalo na ang likod. Parang nahihilo rin ako at nasusuka."
Dengue,"For four days na po, pabalik-balik yung lagnat, minsan 38.5, tapos aakyat ng 39.5°C. Sobrang sakit ng mga buto ko. Ang pinaka-ayaw ko ay yung sakit sa likod ng mata, parang tinutusok. May mga butlig-butlig na rin na lumalabas sa binti ko."
Dengue,"Grabe ang init ng katawan ko kagabi, umabot 39.4°C, tapos sobrang sakit ng likod ng mata ko lalo pag tumitingin sa ilaw, nangangalay buong katawan at joints, may lumabas na red spots sa legs, dalawang araw na ganito at parang lumala pa ngayon kaya di na ako pumasok sa work"
Dengue,"Grabe ang taas ng lagnat ko since kahapon, umabot 39.3°C, tapos sobrang sakit ng likod ng mata pag tumitingin sa ilaw. Ang bigat ng ulo at nangangalay lahat ng kasu-kasuan ko. May konting red spots sa braso. Medyo nahihilo at nasusuka ako. Kagabi lumala, at ngayon hindi pa rin bumababa."
Dengue,"Grabe ang init ng katawan ko, magdadalawang araw na. Nag-39.1°C ako kagabi, tapos ang sakit sa likod ng mata ko 'pag tumitingin sa ilaw. Kumikirot ang ulo ko, nangangalay ang katawan, at may pantal na sa braso at legs. Nasusuka ako at dalawang beses akong sumuka; lumala pa ngayong umaga."
Dengue,"Grabe po ang pananakit ng buong katawan ko, parang binugbog. May lagnat po ako na 40°C at may mga lumalabas na pulang pantal sa braso at binti ko. Medyo nahihilo rin po ako at nasusuka."
Dengue,"Grabe po ang pananakit ng mga kasukasuan ko, lalo na sa tuhod at siko. May lagnat din po ako na 39°C. Ang pinaka-weird po ay yung sakit sa likod ng mata ko, parang may tumutusok po."
Dengue,"Grabe po ang sakit ng mga buto ko, lalo na sa likod at binti. May lagnat din po ako na 39.5°C. Kanina po, habang nagsisipilyo ako, napansin kong dumudugo ang gilagid ko kaya nag-alala na po kami."
Dengue,"Grabe po ang sakit ng mga kasukasuan ko, parang nababali. May lagnat din po ako na 39°C at kumikirot ang ulo ko. Ang pinaka-weird po ay yung sakit sa likod ng mata, parang may tumutusok."
Dengue,"Grabe po talaga yung sakit ng mga buto ko, Doc. Parang nababali po. Third day ko na pong may lagnat na 39.5°C. Ang pinaka-nakakabahala po ay yung sakit sa likod ng mga mata ko, lalo na kapag gumagalaw."
Dengue,"Grabe po yung lagnat ko, 39.2°C, at parang binugbog yung buong katawan ko. Hindi po ako makakain nang maayos kasi kada susubo ako, nasusuka ako. Medyo nahihilo rin po ako pag tumatayo kaya dinala na ako dito."
Dengue,"Grabe po yung lagnat ko, 40°C. Hindi po ako makagalaw sa sakit ng katawan. Yung ulo ko parang binibiyak. At yung mata ko, sobrang sakit. May mga pantal na rin po sa buong katawan ko. Nagsuka na rin po ako ng kulay kape."
Dengue,"Grabe po yung pagod ko, Doc. Kahit maghapon nakahiga, pagod pa rin. May lagnat po ako at masakit ang mga kalamnan. Ang pinaka-weird po ay yung sakit sa likod ng mata, parang may tumutusok."
Dengue,"Grabe po yung pananakit ng buong katawan ko, parang nabalian ako ng mga buto. Sinabayan pa po ng lagnat na 39°C. Ang sakit din po ng ulo ko at parang umiikot ang paningin ko. Hindi na po ako makakilos ng maayos sa sobrang sakit at panghihina."
Dengue,"Grabe po, parang binibiyak ang ulo ko at umiikot ang paningin ko. May lagnat din po ako na 39.3°C. Ang pinakamatindi ay yung sakit sa likod ng mata. Hindi po ako makakain kasi nasusuka ako."
Dengue,"Grabe yung lagnat ko, 40°C na po since kagabi. Ang sakit-sakit ng likod ng mata ko at parang kumikirot yung ulo ko. Sobrang bigat din ng pakiramdam ko at masakit lahat ng muscles ko. Hindi pa ako makakain nang maayos kasi nasusuka ako."
Dengue,"Grabe yung lagnat ko, Dok, mga 40 degrees. Hindi na kaya ng paracetamol. Kaninang umaga, pagka-toothbrush ko, dumugo yung gilagid ko. Sobrang sakit din ng ulo ko, parang pumipitik, at ang sakit ng mga mata ko sa loob. Di na ako makatayo sa sobrang sakit ng katawan."
Dengue,"Grabe, apat na araw na akong may lagnat, minsan umaabot ng 40°C. Sobrang sakit ng mata ko, lalo na pag tinitingnan sa liwanag. Parang binugbog katawan ko, tapos dumugo pa gums ko nung nagsipilyo kanina."
Dengue,"Grabe, simula Lunes nilalagnat ako, umaabot 39.2°C; tapos parang binugbog buong katawan. Sumasakit likod ng mata ko pag ginagalaw, at ang bigat ng ulo ko. May mga pulang pantal sa braso. Nahihilo at nasusuka ako pag kumakain. Kahapon tolerable pa, pero kagabi lumala talaga at mas mataas yung init. Nangangalay din joints at muscles ko."
Dengue,"Gusto ko lang po laging nakahiga sa sobrang bigat ng katawan ko. Nilalagnat po ako at masakit ang mga buto-buto. Yung ulo ko po, parang laging may pressure. At yung mata ko, masakit igalaw."
Dengue,"Halos dalawang araw na po akong matamlay at walang gana kumain. Sobrang taas po ng lagnat ko, 40°C. May mga butlig-butlig na rin pong lumabas sa likod ko. Ang sakit po talaga ng katawan ko lalo na yung mga joints ko."
Dengue,"Halos dalawang araw na po akong matamlay at walang gana talaga kumain. Sobrang taas po ng lagnat ko, 40°C. May mga butlig-butlig na rin pong lumabas sa likod ko banda. Ang sakit po talaga katawan ko lalo na yung mga joints ko."
Dengue,Halos hindi ko na maigalaw ang mga tuhod at siko ko sa sobrang sakit. Sinabayan pa ng lagnat na 40°C na hindi bumababa. Masakit din ang ulo ko at nahihilo ako. May mga maliliit na pulang tuldok na lumalabas sa balat ko.
Dengue,"Halos limang araw na po akong nilalagnat. Matamlay at ayaw kumain. Sabi niya, masakit daw ang ulo niya at yung mata niya sa loob. Kanina, may nakita kaming mga pulang pantal sa tiyan niya. Nagsuka din siya ng dalawang beses."
Dengue,"Halos magdadalawang araw na po akong may high fever, hindi bumababa sa 39.5°C kahit uminom na ng paracetamol. Ang pinaka-grabe po ay yung sakit sa likod ng mata ko, lalo na pag gumagalaw. Sobrang sakit din po ng buong katawan ko, parang nabugbog. Wala po akong ganang kumain kasi nasusuka ako."
Dengue,"Halos tatlong araw na akong nilalagnat, pabalik-balik. Sobrang sakit ng ulo ko at lalo na sa likod ng mga mata ko, parang dinudurog. Masakit din po lahat ng kasu-kasuan ko, parang pagod na pagod kahit walang ginagawa. Medyo nawawalan na rin ako ng panlasa."
Dengue,"High fever po ako, 39.7°C. Tapos, sobrang sakit ng ulo ko na parang tumitibok. Masakit din po ang mga kasukasuan at ang likod ng mata. Kanina po, medyo nahilo ako at nasuka. Pinapainom po ako ng tawa-tawa ng lola ko pero dinala na rin ako dito."
Dengue,"Hindi ako dinadalaw ng antok dahil sa tindi ng sakit ng aking buong katawan at ulo. Mayroon din akong lagnat na 39°C. Ang pakiramdam ko sa aking mga mata ay parang may humihila sa mga ito papasok. Ang nagdala po sa akin dito ay dahil kanina, nang dumura ako, ito ay may bahid ng dugo."
Dengue,"Hindi ako makakain kasi nasusuka ako halos kada subo, may lagnat na 38.9°C, mabigat ulo, nanghihina at masakit ang mga kalamnan at joints, wala pang rash kahapon pero ngayong umaga parang may lumilitaw na pula sa braso"
Dengue,"Hindi ako makapahinga sa gabi dahil sa sobrang pangingirot ng aking mga buto at kasu-kasuan, at mayroon pa akong lagnat na 38.8°C. May pressure din sa loob ng mga mata ko na nagdudulot ng sakit tuwing ipipikit ko ito."
Dengue,"Hindi ako makapahinga sa gabi dahil sa sobrang pangingirot ng aking mga buto at kasu-kasuan, at mayroon pa akong lagnat na 38.8°C. May pressure din sa loob ng mga mata ko na nagdudulot ng sakit tuwing ipipikit ko ito. Nagkaroon din ako ng mga pantal sa binti na medyo makati."
Dengue,"Hindi ako pumasok sa work kasi bagsak katawan ko at tuloy-tuloy ang lagnat, 40°C kaninang umaga. Grabe yung sakit sa likod ng mata at ulo. Pag-toothbrush ko, dumugo gums ko. May pantal na rin sa tiyan at likod. Walang gana kumain, dalawang beses akong nagsuka. Mas malala ngayon kaysa kahapon."
Dengue,"Hindi bumababa yung fever ko buong gabi, 38.9°C, tapos sumasakit likod ng mata at sentido ko. Nangangalay katawan at masakit joints. May mga pulang pantal sa legs. Dalawang araw na akong ganito. Minsan sumusuka at walang gana kumain. Ngayong umaga parang mas grabe kaysa kahapon kahit uminom ako ng paracetamol."
Dengue,"Hindi ko ma-focus sa trabaho kasi ang taas ng lagnat ko, 39.6°C, at ang sakit ng likod ng mata ko pag gagalaw. Ang bigat ng ulo, tapos sumasakit balakang at balikat. May red spots sa legs. Dalawang beses akong nagsuka kanina. Kahapon uminom ako ng paracetamol, pero walang effect; ngayong hapon mas tumaas pa."
Dengue,"Hindi ko na po matiis 'yung sakit sa likod ng mata ko, lalo na pag gumagalaw ako. Sinabayan pa ng lagnat na 39.5°C. Parang pagod na pagod po ang buong katawan ko at masakit ang mga buto-buto ko. Wala pa naman pong pagdurugo, pero sobrang sama po ng pakiramdam ko."
Dengue,"Hindi ko na po matiis 'yung sakit sa likod ng mata ko, lalo na pag gumagalaw ako. Sinabayan pa ng lagnat na 39.5°C. Parang pagod na pagod po ang buong katawan ko at masakit ang mga buto-buto."
Dengue,"Hindi na ako pumasok sa work today kasi ang taas ng lagnat ko, 39.0°C, at ang sakit ng likod ng mata pag tumitingin sa screen. Nangangalay katawan at masakit tuhod at balakang. Wala pa akong rash. Medyo nahihilo at wala ring gana kumain. Simula kagabi, at ngayon parang tumitindi pa."
Dengue,"Hindi na ako pumasok, grabe lagnat 40°C simula dalawang araw na, sobrang sakit ng likod ng mata at ulo, masakit kasu-kasuan at parang nanginginig, may lumalabas na pantal sa braso at legs, paulit-ulit na pagsusuka at walang gana kumain, lumala pa kahapon hapon"
Dengue,"Hindi na po ako makabangon sa kama, Doc. Nagsimula lang sa sinat pero ngayon 40°C na. Para pong dinudurog lahat ng buto ko. Yung mata ko, masakit kahit ipikit ko lang."
Dengue,"Hindi na po ako nakapasok sa work. Nagsimula po sa lagnat na 39°C tapos sobrang sakit ng mga kasukasuan ko, lalo na sa tuhod at siko. Yung ulo ko parang pumipitik sa sakit. Bagsak po talaga ang katawan ko, gusto ko lang laging nakahiga."
Dengue,"Hindi na po bumababa sa 39°C ang lagnat ko. Sumasakit po palagi yung ulo ko, pati na rin sa likod ng mata ko po at sakit sobra ng buong katawan ko lalo na mga buto ko."
Dengue,"Hindi po ako makakain nang maayos, Doc. Kada subo ko, parang bumabaliktad ang sikmura ko. May lagnat din po ako na 38.9°C at masakit ang mga buto-buto. Yung mata ko po, parang may mabigat na nakadagan."
Dengue,"Hindi po ako makakain nang maayos, Dok, kasi kada subo ko, nasusuka ako. Apat na araw na akong may lagnat na pabalik-balik. Masakit ang ulo ko at ang mga kasukasuan. May mga pantal na rin po sa likod ko na medyo makati."
Dengue,Hindi po ako makatulog sa gabi dahil sa sobrang sakit ng ulo at katawan. May lagnat din po ako na 39°C. Ang pinaka-nakakabahala po ay may mga pulang pantal na lumalabas sa dibdib ko.
Dengue,Hindi po ako makatulog sa gabi sa sobrang sakit ng ulo at katawan. May lagnat din po ako na 39°C. Ang pinaka-weird po ay may mga pulang pantal na lumalabas sa dibdib ko na hindi naman makati.
Dengue,"Hindi po gaanong mataas ang lagnat ko, mga 38.5°C, pero nag-nosebleed po ako kaninang umaga. May mga pasa rin po ako sa binti na hindi ko alam kung saan galing. Masakit din po ang mga buto-buto ko."
Dengue,"Hindi po talaga bumababa ang lagnat ko sa gamot, Doc. Pang-apat na araw na pong 39°C. Lalo pong sumasakit yung likod ng mata ko at buong katawan. Wala na rin po akong panlasa."
Dengue,Hirap po akong lumunok at parang laging tuyo ang lalamunan ko. May lagnat din po ako na 39.2°C at sobrang sakit ng mga kasukasuan. Bagsak po ang katawan ko.
